index;mid;display_name;iso_taxonomy;Brown_Level_1;Brown_Level_2;Brown_Level_3;NoisePort_Level_1;NoisePort_Level_2;;;
355;/m/07q6cd_;Squeak;Domestic;;Social/communal;domestic;Sound Event;Squeak;;;
356;/m/0642b4;Cupboard open or close;Domestic;;Social/communal;domestic;Sound Event;Impact;;;
357;/m/0fqfqc;Drawer open or close;Domestic;;Social/communal;domestic;Sound Event;Impact;;;
358;/m/04brg2;Dishes, pots, and pans;Domestic;;Social/communal;domestic;Sound Event;Impact;;;
359;/m/023pjk;Cutlery, silverware;Domestic;;Social/communal;domestic;Sound Event;Impact;;;
360;/m/07pn_8q;Chopping (food);Domestic;;Social/communal;domestic;Sound Event;Impact;;;
361;/m/0dxrf;Frying (food);Domestic;;Social/communal;domestic;Sound Event;Squeak;;;
362;/m/0fx9l;Microwave oven;Domestic;;Social/communal;domestic;Engine;Ship Engine;;;
363;/m/02pjr4;Blender;Domestic;;Social/communal;domestic;Engine;Other Engine;;;
364;/m/02jz0l;Water tap, faucet;Domestic;;Social/communal;domestic;Nature;Sea sound;;;
365;/m/0130jx;Sink (filling or washing);Domestic;;Social/communal;domestic;Nature;Sea sound;;;
366;/m/03dnzn;Bathtub (filling or washing);Domestic;;Social/communal;domestic;Nature;Sea sound;;;
367;/m/03wvsk;Hair dryer;Domestic;;Social/communal;domestic;Engine;Refrigerator Motor;;;
368;/m/01jt3m;Toilet flush;Domestic;;Social/communal;domestic;Nature;Sea sound;;;
369;/m/012xff;Toothbrush;Domestic;;Social/communal;domestic;Sound Event;Impact;;;
370;/m/04fgwm;Electric toothbrush;Domestic;;Social/communal;domestic;Engine;Machinery;;;
371;/m/0d31p;Vacuum cleaner;Domestic;;Social/communal;domestic;Engine;Ship Engine;;;
372;/m/01s0vc;Zipper (clothing);Domestic;;Social/communal;domestic;Sound Event;Squeak;;;
373;/m/03v3yw;Keys jangling;Domestic;;Social/communal;domestic;Sound Event;Squeak;;;
374;/m/0242l;Coin (dropping);Domestic;;Social/communal;domestic;Sound Event;Squeak;;;
375;/m/01lsmm;Scissors;Domestic;;Social/communal;domestic;Sound Event;Tool;;;
376;/m/02g901;Electric shaver, electric razor;Domestic;;Social/communal;domestic;Sound Event;Tool;;;
377;/m/05rj2;Shuffling cards;Domestic;;Social/communal;domestic;Sound Event;Squeak;;;
378;/m/0316dw;Typing;Domestic;;Social/communal;domestic;Sound Event;Scrap;;;
379;/m/0c2wf;Typewriter;Domestic;;Social/communal;domestic;Sound Event;Scrap;;;
380;/m/01m2v;Computer keyboard;Domestic;;Social/communal;domestic;Sound Event;Impact;;;
381;/m/081rb;Writing;Domestic;;Social/communal;domestic;Sound Event;Scrap;;;
382;/m/07pp_mv;Alarm;Domestic;;Social/communal;alarm;Siren;Other Siren;;;
383;/m/07cx4;Telephone;Domestic;;Social/communal;domestic;Siren;Other Siren;;;
384;/m/07pp8cl;Telephone bell ringing;Domestic;;Social/communal;domestic;Siren;Other Siren;;;
385;/m/01hnzm;Ringtone;Domestic;;Social/communal;domestic;Music;Music;;;
386;/m/02c8p;Telephone dialing, DTMF;Domestic;;Social/communal;domestic;Music;Music;;;
387;/m/015jpf;Dial tone;Domestic;;Social/communal;domestic;Music;Music;;;
388;/m/01z47d;Busy signal;Social/communal;;Social/communal;alarms;Music;Music;;;
389;/m/046dlr;Alarm clock;Social/communal;;Social/communal;alarms;Siren;Other Siren;;;
390;/m/03kmc9;Siren;Social/communal;;Social/communal;alarms;Siren;Other Siren;;;
391;/m/0dgbq;Civil defense siren;Social/communal;;Social/communal;alarms;Siren;Ship Siren;;;
392;/m/030rvx;Buzzer;Social/communal;;Social/communal;alarms;Siren;Other Siren;;;
393;/m/01y3hg;Smoke detector, smoke alarm;Social/communal;;Social/communal;alarms;Siren;Other Siren;;;
394;/m/0c3f7m;Fire alarm;Social/communal;;Social/communal;alarms;Siren;Other Siren;;;
395;/m/04fq5q;Foghorn;Social/communal;;Social/communal;alarms;Siren;Ship Siren;;;
396;/m/0l156k;Whistle;Industry;;Electro-mechanical;Steam;Siren;Other Siren;;;
397;/m/06hck5;Steam whistle;Industry;;Electro-mechanical;Steam;Transport;Train;;;
398;/t/dd00077;Mechanisms;Industry;;Electro-mechanical;Machine;Engine;Machinery;;;
399;/m/02bm9n;Ratchet, pawl;Industry;;Electro-mechanical;Machine;Engine;Machinery;;;
400;/m/01x3z;Clock;Industry;;Social/communal;domestic;Engine;Machinery;;;
401;/m/07qjznt;Tick;Industry;;Social/communal;domestic;Engine;Machinery;;;
402;/m/07qjznl;Tick-tock;Industry;;Social/communal;domestic;Engine;Machinery;;;
403;/m/0l7xg;Gears;Industry;;Electro-mechanical;Machine;Engine;Machinery;;;
404;/m/05zc1;Pulleys;Industry;;Electro-mechanical;Machine;Engine;Machinery;;;
405;/m/0llzx;Sewing machine;Industry;;Electro-mechanical;Machine;Sound Event;Impact;;;
406;/m/02x984l;Mechanical fan;Industry;;Electro-mechanical;Machine;Engine;Ship Engine;;;
407;/m/025wky1;Air conditioning;Industry;;Electro-mechanical;Machine;Engine;Refrigerator Motor;;;
408;/m/024dl;Cash register;Domestic;;Social/communal;domestic;Sound Event;Scrap;;;
409;/m/01m4t;Printer;Domestic;;Social/communal;domestic;Sound Event;Scrap;;;
410;/m/0dv5r;Camera;Domestic;;Social/communal;domestic;Sound Event;Impact;;;
411;/m/07bjf;Single-lens reflex camera;Domestic;;Social/communal;domestic;Sound Event;Impact;;;
412;/m/07k1x;Tools;Industry;;Electro-mechanical;Tool;Sound Event;Tool;;;
413;/m/03l9g;Hammer;Industry;;Electro-mechanical;Tool;Sound Event;Impact;;;
414;/m/03p19w;Jackhammer;Industry;;Electro-mechanical;Tool;Sound Event;Impact;;;
415;/m/01b82r;Sawing;Industry;;Electro-mechanical;Tool;Sound Event;Tool;;;
416;/m/02p01q;Filing (rasp);Industry;;Electro-mechanical;Tool;Sound Event;Scrap;;;
417;/m/023vsd;Sanding;Industry;;Electro-mechanical;Tool;Sound Event;Tool;;;
418;/m/0_ksk;Power tool;Industry;;Electro-mechanical;Tool;Engine;Machinery;;;
419;/m/01d380;Drill;Industry;;Electro-mechanical;Tool;Sound Event;Tool;;;
420;/m/014zdl;Explosion;Social/communal;;Electro-mechanical;blasting/gunshot;Sound Event;Impact;;;
421;/m/032s66;Gunshot, gunfire;Impulsive;;Electro-mechanical;blasting/gunshot;Sound Event;Impact;;;
422;/m/04zjc;Machine gun;Impulsive;;Electro-mechanical;blasting/gunshot;Sound Event;Impact;;;
423;/m/02z32qm;Fusillade;Impulsive;;Electro-mechanical;blasting/gunshot;Sound Event;Impact;;;
424;/m/0_1c;Artillery fire;Impulsive;;Electro-mechanical;blasting/gunshot;Sound Event;Impact;;;
425;/m/073cg4;Cap gun;Impulsive;;Electro-mechanical;blasting/gunshot;Sound Event;Impact;;;
426;/m/0g6b5;Fireworks;Social/communal;;Social/communal;fireworks;Sound Event;Impact;;;
427;/g/122z_qxw;Firecracker;Social/communal;;Social/communal;fireworks;Sound Event;Impact;;;
428;/m/07qsvvw;Burst, pop;Fx;;Social/communal;fireworks;Sound Event;Impact;;;
429;/m/07pxg6y;Eruption;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
430;/m/07qqyl4;Boom;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
431;/m/083vt;Wood;Fx;;Other Sounds;Other Sounds;Sound Event;Tool;;;
432;/m/07pczhz;Chop;Fx;;Other Sounds;Other Sounds;Sound Event;Scrap;;;
433;/m/07pl1bw;Splinter;Fx;;Other Sounds;Other Sounds;Engine;Machinery;;;
434;/m/07qs1cx;Crack;Fx;;Other Sounds;Other Sounds;Engine;Machinery;;;
435;/m/039jq;Glass;Fx;;Other Sounds;Other Sounds;Sound Event;Scrap;;;
436;/m/07q7njn;Chink, clink;Fx;;Other Sounds;Other Sounds;Sound Event;Scrap;;;
437;/m/07rn7sz;Shatter;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
438;/m/04k94;Liquid;Fx;;Other Sounds;Other Sounds;Nature;Sea sound;;;
439;/m/07rrlb6;Splash, splatter;Fx;;Other Sounds;Other Sounds;Nature;Sea sound;;;
440;/m/07p6mqd;Slosh;Fx;;Other Sounds;Other Sounds;Nature;Sea sound;;;
441;/m/07qlwh6;Squish;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
442;/m/07r5v4s;Drip;Fx;;Other Sounds;Other Sounds;Nature;Sea sound;;;
443;/m/07prgkl;Pour;Fx;;Other Sounds;Other Sounds;Nature;Sea sound;;;
444;/m/07pqc89;Trickle, dribble;Fx;;Other Sounds;Other Sounds;Nature;Sea sound;;;
445;/t/dd00088;Gush;Fx;;Other Sounds;Other Sounds;Nature;Sea sound;;;
446;/m/07p7b8y;Fill (with liquid);Fx;;Other Sounds;Other Sounds;Nature;Rain;;;
447;/m/07qlf79;Spray;Fx;;Other Sounds;Other Sounds;Nature;Wind;;;
448;/m/07ptzwd;Pump (liquid);Fx;;Other Sounds;Other Sounds;Nature;Sea sound;;;
449;/m/07ptfmf;Stir;Fx;;Other Sounds;Other Sounds;Engine;Machinery;;;
450;/m/0dv3j;Boiling;Fx;;Other Sounds;Other Sounds;Sound Event;Squeak;;;
451;/m/0790c;Sonar;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
452;/m/0dl83;Arrow;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
453;/m/07rqsjt;Whoosh, swoosh, swish;Fx;;Other Sounds;Other Sounds;Sound Event;Squeak;;;
454;/m/07qnq_y;Thump, thud;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
455;/m/07rrh0c;Thunk;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
456;/m/0b_fwt;Electronic tuner;Fx;;Other Sounds;Other Sounds;Music;Music;;;
457;/m/02rr_;Effects unit;Fx;;Other Sounds;Other Sounds;Music;Music;;;
458;/m/07m2kt;Chorus effect;Fx;;Music;Music;Music;Music;;;
459;/m/018w8;Basketball bounce;Fx;;Social/communal;Other Sounds;Sound Event;Impact;;;
460;/m/07pws3f;Bang;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
461;/m/07ryjzk;Slap, smack;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
462;/m/07rdhzs;Whack, thwack;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
463;/m/07pjjrj;Smash, crash;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
464;/m/07pc8lb;Breaking;Fx;;Other Sounds;Other Sounds;Sound Event;Scrap;;;
465;/m/07pqn27;Bouncing;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
466;/m/07rbp7_;Whip;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
467;/m/07pyf11;Flap;Fx;;Other Sounds;Other Sounds;Engine;Vehicle;;;
468;/m/07qb_dv;Scratch;Fx;;Other Sounds;Other Sounds;Music;Music;;;
469;/m/07qv4k0;Scrape;Fx;;Other Sounds;Other Sounds;Engine;Machinery;;;
470;/m/07pdjhy;Rub;Fx;;Other Sounds;Other Sounds;Sound Event;Tool;;;
471;/m/07s8j8t;Roll;Fx;;Other Sounds;Other Sounds;Music;Music;;;
472;/m/07plct2;Crushing;Fx;;Other Sounds;Other Sounds;Sound Event;Scrap;;;
473;/t/dd00112;Crumpling, crinkling;Fx;;Other Sounds;Other Sounds;Sound Event;Scrap;;;
474;/m/07qcx4z;Tearing;Fx;;Other Sounds;Other Sounds;Sound Event;Scrap;;;
475;/m/02fs_r;Beep, bleep;Fx;;Other Sounds;Other Sounds;Sound Event;Squeak;;;
476;/m/07qwdck;Ping;Fx;;Other Sounds;Other Sounds;Sound Event;Scrap;;;
477;/m/07phxs1;Ding;Fx;;Other Sounds;Other Sounds;Music;Music;;;
478;/m/07rv4dm;Clang;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
479;/m/07s02z0;Squeal;Fx;;Other Sounds;Other Sounds;Sound Event;Squeak;;;
480;/m/07qh7jl;Creak;Fx;;Other Sounds;Other Sounds;Sound Event;Scrap;;;
481;/m/07qwyj0;Rustle;Fx;;Other Sounds;Other Sounds;Nature;Rain;;;
482;/m/07s34ls;Whir;Fx;;Other Sounds;Other Sounds;Engine;Other Engine;;;
483;/m/07qmpdm;Clatter;Fx;;Other Sounds;Other Sounds;Engine;Other Engine;;;
484;/m/07p9k1k;Sizzle;Fx;;Other Sounds;Other Sounds;Sound Event;Scrap;;;
485;/m/07qc9xj;Clicking;Fx;;Other Sounds;Other Sounds;Sound Event;Impact;;;
486;/m/07rwm0c;Clickety-clack;Fx;;Other Sounds;Other Sounds;Transport;Train;;;
487;/m/07phhsh;Rumble;Fx;;Other Sounds;Other Sounds;Engine;Ship Engine;;;
488;/m/07qyrcz;Plop;Fx;;Other Sounds;Other Sounds;Music;Music;;;
489;/m/07qfgpx;Jingle, tinkle;Fx;;Other Sounds;Other Sounds;Music;Music;;;
490;/m/07rcgpl;Hum;Fx;;Other Sounds;Other Sounds;Sound Event;Squeak;;;
491;/m/07p78v5;Zing;Fx;;Other Sounds;Other Sounds;Music;Music;;;
492;/t/dd00121;Boing;Fx;;Other Sounds;Other Sounds;Music;Music;;;
493;/m/07s12q4;Crunch;Fx;;Other Sounds;Other Sounds;Sound Event;Scrap;;;
494;/m/028v0c;Silence;Fx;;Geonature;Silence;Nature;Wind;;;
495;/m/01v_m0;Sine wave;Fx;;Other Sounds;Other Sounds;Music;Music;;;
496;/m/0b9m1;Harmonic;Fx;;Other Sounds;Other Sounds;Music;Music;;;
497;/m/0hdsk;Chirp tone;Fx;;Other Sounds;Other Sounds;Music;Music;;;
498;/m/0c1dj;Sound effect;Fx;;Other Sounds;Other Sounds;Siren;Other Siren;;;
499;/m/07pt_g0;Pulse;Fx; ;Other Sounds;Other Sounds;Siren;Other Siren;;;
500;/t/dd00125;Inside, small room;Background;;Background;Background people;Sound Event;Impact;;;
501;/t/dd00126;Inside, large room or hall;Background;;Background;Background people;Sound Event;Impact;;;
502;/t/dd00127;Inside, public space;Background;;Background;Background people;Sound Event;Scrap;;;
503;/t/dd00128;Outside, urban or manmade;Background;;Background;Background Env;Engine;Vehicle;;;
504;/t/dd00129;Outside, rural or natural;Background;;Background;Background Env;Animal;Animal;;;
505;/m/01b9nn;Reverberation;Background;;Other Sounds;Other Sounds;Music;Music;;;
506;/m/01jnbd;Echo;Background;;Other Sounds;Other Sounds;Music;Music;;;
507;/m/096m7z;Noise;Background;;Other Sounds;noise;Engine;Machinery;;;
508;/m/06_y0by;Environmental noise;Background;;Background;Background Env;Animal;Animal;;industry;Electro-mechanical
509;/m/07rgkc5;Static;Background;;Other Sounds;noise;Nature;Wind;;;
510;/m/06xkwv;Mains hum;Background;;Other Sounds;noise;Engine;Machinery;;;
511;/m/0g12c5;Distortion;Background;;Other Sounds;noise;Music;Music;;;
512;/m/08p9q4;Sidetone;Background;;Other Sounds;noise;Sound Event;Squeak;;;
513;/m/07szfh9;Cacophony;Background;;Other Sounds;noise;Music;Music;;;
514;/m/0chx_;White noise;Background;;Other Sounds;noise;Nature;Wind;;;
515;/m/0cj0r;Pink noise;Background;;Other Sounds;noise;Nature;Wind;;;
516;/m/07p_0gm;Throbbing;Background;;Other Sounds;noise;Music;Music;;;
517;/m/01jwx6;Vibration;Background;;Other Sounds;noise;Engine;Machinery;;;
518;/m/07c52;Television;Background;;Social/communal;domestic;Sound Event;Voice;;;
519;/m/06bz3;Radio;Background;;Social/communal;domestic;Sound Event;Voice;;;
520;/m/07hvw1;Field recording;Background;;Social/communal;noise;Nature;Wind;;;
